var	ctrl	d3g1lg4	d3g2l
Variant_017142	11	6	7
Variant_017143	17	34	15
Variant_017144	8	8	8
Variant_017145	34	14	9
Variant_017146	18	2	1
Variant_017147	19	3	0
Variant_017148	11	6	9
Variant_017149	23	6	5
Variant_017150	5	0	0
Variant_017151	14	6	5
Variant_017152	9	4	2
Variant_017153	103	66	58
Variant_017154	69	31	21
Variant_017155	61	39	24
Variant_017156	35	14	19
Variant_017157	55	41	22
Variant_017158	33	30	17
Variant_017159	38	29	23
Variant_017160	38	25	18
Variant_017161	111	72	38
Variant_017162	65	21	21
Variant_017163	58	16	11
Variant_017164	25	4	4
Variant_017165	54	23	25
Variant_017166	34	12	11
Variant_017167	39	23	16
Variant_017168	28	8	5
Variant_017169	85	46	34
Variant_017170	44	18	11
Variant_017171	33	21	14
Variant_017172	25	22	11
Variant_017173	31	24	17
Variant_017174	23	8	7
Variant_017175	35	31	16
Variant_017176	24	37	21
Variant_017177	80	18	6
Variant_017178	37	15	7
Variant_017179	40	14	7
Variant_017180	25	6	8
Variant_017181	38	11	4
Variant_017182	25	1	4
Variant_017183	17	7	5
Variant_017184	10	3	1
Variant_017185	68	55	35
Variant_017186	41	19	9
Variant_017187	53	26	19
Variant_017188	29	22	9
Variant_017189	32	23	8
Variant_017190	18	6	4
Variant_017191	36	34	21
Variant_017192	16	4	3
Variant_017193	65	23	22
Variant_017194	35	20	9
Variant_017195	32	23	7
Variant_017196	15	7	0
Variant_017197	28	16	7
Variant_017198	11	3	3
Variant_017199	10	2	1
Variant_017200	9	5	1
Variant_017201	77	51	25
Variant_017202	27	22	11
Variant_017203	28	8	8
Variant_017204	19	19	9
Variant_017205	25	6	2
Variant_017206	15	17	7
Variant_017207	33	13	7
Variant_017208	5	0	4
Variant_017209	41	15	12
Variant_017210	22	8	6
Variant_017211	27	5	3
Variant_017212	13	2	2
Variant_017213	32	10	4
Variant_017214	13	5	3
Variant_017215	23	3	1
Variant_017216	8	1	1
Variant_017217	54	36	35
Variant_017218	45	24	18
Variant_017219	39	36	17
Variant_017220	28	17	3
Variant_017221	32	24	16
Variant_017222	14	18	13
Variant_017223	31	29	13
Variant_017224	22	25	13
Variant_017225	52	28	17
Variant_017226	37	13	8
Variant_017227	32	25	10
Variant_017228	27	6	3
Variant_017229	28	10	8
Variant_017230	18	8	8
Variant_017231	24	10	5
Variant_017232	11	2	4
Variant_017233	53	48	21
Variant_017234	27	16	6
Variant_017235	18	7	6
Variant_017236	13	5	7
Variant_017237	22	14	9
Variant_017238	7	7	3
Variant_017239	13	7	1
Variant_017240	10	5	1
Variant_017241	37	9	7
Variant_017242	18	2	4
Variant_017243	30	17	6
Variant_017244	11	2	0
Variant_017245	17	13	11
Variant_017246	4	6	3
Variant_017247	15	9	1
Variant_017248	3	1	2
Variant_017249	41	34	19
Variant_017250	27	24	14
Variant_017251	29	19	10
Variant_017252	10	6	5
Variant_017253	13	5	4
Variant_017254	12	10	8
Variant_017255	16	2	1
Variant_017256	8	11	10
Variant_017257	57	17	15
Variant_017258	16	0	1
Variant_017259	23	6	1
Variant_017260	5	1	0
Variant_017261	2	2	2
Variant_017262	6	2	2
Variant_017263	9	2	0
Variant_017264	4	6	3
Variant_017265	25	26	10
Variant_017266	20	21	16
Variant_017267	21	12	9
Variant_017268	13	20	8
Variant_017269	14	1	5
Variant_017270	10	9	5
Variant_017271	17	19	9
Variant_017272	4	2	0
Variant_017273	35	6	8
Variant_017274	9	12	5
Variant_017275	9	0	2
Variant_017276	6	3	1
Variant_017277	10	3	0
Variant_017278	4	0	2
Variant_017279	4	3	1
Variant_017280	5	1	0
Variant_017281	308	189	152
Variant_017282	150	94	68
Variant_017283	133	68	41
Variant_017284	86	63	37
Variant_017285	135	74	49
Variant_017286	89	96	49
Variant_017287	93	118	53
Variant_017288	73	45	41
Variant_017289	236	121	76
Variant_017290	120	39	35
Variant_017291	121	57	31
Variant_017292	60	41	21
Variant_017293	84	54	30
Variant_017294	68	54	35
Variant_017295	75	54	27
Variant_017296	48	19	9
Variant_017297	185	129	73
Variant_017298	97	64	33
Variant_017299	111	48	29
Variant_017300	63	24	20
Variant_017301	73	29	19
Variant_017302	38	9	10
Variant_017303	70	33	16
Variant_017304	33	14	7
Variant_017305	198	71	36
Variant_017306	80	27	18
Variant_017307	91	14	7
Variant_017308	39	5	1
Variant_017309	74	21	15
Variant_017310	55	25	15
Variant_017311	48	34	15
Variant_017312	39	24	17
Variant_017313	213	118	75
Variant_017314	105	80	69
Variant_017315	105	60	31
Variant_017316	43	22	18
Variant_017317	70	44	25
Variant_017318	25	20	11
Variant_017319	70	15	7
Variant_017320	54	33	20
Variant_017321	125	64	44
Variant_017322	52	51	21
Variant_017323	71	26	17
Variant_017324	33	29	13
Variant_017325	72	20	11
Variant_017326	28	13	3
Variant_017327	38	15	12
Variant_017328	24	11	11
Variant_017329	173	117	107
Variant_017330	89	60	20
Variant_017331	92	71	26
Variant_017332	29	21	15
Variant_017333	74	39	30
Variant_017334	44	17	8
Variant_017335	58	14	11
Variant_017336	24	8	9
Variant_017337	144	65	34
Variant_017338	47	15	5
Variant_017339	57	15	11
Variant_017340	24	8	11
Variant_017341	59	16	10
Variant_017342	27	6	10
Variant_017343	46	5	6
Variant_017344	10	14	3
Variant_017345	167	115	77
Variant_017346	98	94	60
Variant_017347	104	69	47
Variant_017348	52	45	25
Variant_017349	82	66	31
Variant_017350	41	34	29
Variant_017351	77	47	19
Variant_017352	44	45	19
Variant_017353	162	76	51
Variant_017354	71	39	18
Variant_017355	93	36	20
Variant_017356	35	11	10
Variant_017357	76	40	23
Variant_017358	42	34	18
Variant_017359	59	43	32
Variant_017360	32	15	10
Variant_017361	113	97	67
Variant_017362	65	47	22
Variant_017363	75	46	21
Variant_017364	35	26	10
Variant_017365	44	28	25
Variant_017366	26	10	8
Variant_017367	38	37	21
Variant_017368	28	17	10
Variant_017369	121	36	33
Variant_017370	42	17	11
Variant_017371	62	11	11
Variant_017372	35	16	4
Variant_017373	62	24	11
Variant_017374	28	22	12
Variant_017375	53	19	14
Variant_017376	19	14	5
Variant_017377	125	125	85
Variant_017378	66	49	28
Variant_017379	69	50	28
Variant_017380	38	34	19
Variant_017381	37	28	10
Variant_017382	21	7	7
Variant_017383	43	24	20
Variant_017384	36	16	14
Variant_017385	100	56	30
Variant_017386	51	30	14
Variant_017387	58	21	12
Variant_017388	17	14	16
Variant_017389	27	18	18
Variant_017390	18	12	4
Variant_017391	23	5	8
Variant_017392	12	7	8
Variant_017393	99	130	92
Variant_017394	55	38	30
Variant_017395	71	63	34
Variant_017396	29	33	17
Variant_017397	53	37	22
Variant_017398	24	17	14
Variant_017399	38	24	16
Variant_017400	16	8	5
Variant_017401	85	23	16
Variant_017402	35	8	6
Variant_017403	51	12	8
Variant_017404	21	1	2
Variant_017405	36	3	5
Variant_017406	26	14	6
Variant_017407	25	11	6
Variant_017408	8	6	8
Variant_017409	102	55	34
Variant_017410	49	26	15
Variant_017411	54	27	18
Variant_017412	28	13	12
Variant_017413	38	36	27
Variant_017414	27	28	10
Variant_017415	41	27	15
Variant_017416	23	24	22
Variant_017417	76	30	16
Variant_017418	55	13	6
Variant_017419	59	18	12
Variant_017420	24	9	7
Variant_017421	23	29	9
Variant_017422	10	29	9
Variant_017423	27	20	15
Variant_017424	17	17	9
Variant_017425	71	24	6
Variant_017426	32	18	8
Variant_017427	34	8	8
Variant_017428	15	0	4
Variant_017429	28	14	11
Variant_017430	11	18	7
Variant_017431	22	8	2
Variant_017432	10	2	1
Variant_017433	70	17	11
Variant_017434	43	10	6
Variant_017435	37	7	4
Variant_017436	24	8	7
Variant_017437	34	8	7
Variant_017438	22	4	7
Variant_017439	19	17	5
Variant_017440	4	1	1
Variant_017441	62	60	27
Variant_017442	41	15	9
Variant_017443	29	20	5
Variant_017444	24	14	6
Variant_017445	25	23	15
Variant_017446	12	13	7
Variant_017447	18	16	15
Variant_017448	23	4	3
Variant_017449	43	30	21
Variant_017450	17	14	9
Variant_017451	26	15	6
Variant_017452	11	3	4
Variant_017453	24	13	2
Variant_017454	12	6	7
Variant_017455	12	10	4
Variant_017456	11	9	5
Variant_017457	59	29	23
Variant_017458	27	7	9
Variant_017459	28	4	2
Variant_017460	25	5	4
Variant_017461	20	17	12
Variant_017462	12	8	4
Variant_017463	16	4	3
Variant_017464	13	3	0
Variant_017465	48	14	6
Variant_017466	15	1	2
Variant_017467	22	6	3
Variant_017468	6	3	1
Variant_017469	16	4	7
Variant_017470	17	8	4
Variant_017471	17	0	0
Variant_017472	8	3	1
Variant_017473	68	34	13
Variant_017474	32	23	18
Variant_017475	31	16	13
Variant_017476	18	19	13
Variant_017477	22	22	15
Variant_017478	15	7	6
Variant_017479	20	21	19
Variant_017480	15	6	5
Variant_017481	54	27	16
Variant_017482	19	7	5
Variant_017483	26	15	9
Variant_017484	13	2	1
Variant_017485	20	23	15
Variant_017486	8	1	0
Variant_017487	19	17	9
Variant_017488	9	8	8
Variant_017489	33	12	9
Variant_017490	23	12	6
Variant_017491	27	4	4
Variant_017492	10	12	3
Variant_017493	20	12	9
Variant_017494	7	10	5
Variant_017495	15	5	6
Variant_017496	10	14	4
Variant_017497	33	11	6
Variant_017498	18	5	5
Variant_017499	19	8	4
Variant_017500	3	0	2
Variant_017501	16	14	12
Variant_017502	8	1	1
Variant_017503	17	5	3
Variant_017504	8	0	0
Variant_017505	38	8	6
Variant_017506	26	28	13
Variant_017507	19	19	13
Variant_017508	14	5	4
Variant_017509	16	9	3
Variant_017510	7	4	0
Variant_017511	16	5	8
Variant_017512	9	9	8
Variant_017513	30	9	7
Variant_017514	5	4	3
Variant_017515	23	16	8
Variant_017516	9	5	2
Variant_017517	7	9	8
Variant_017518	7	1	2
Variant_017519	11	6	2
Variant_017520	4	0	0
Variant_017521	33	7	1
Variant_017522	15	3	2
Variant_017523	17	2	5
Variant_017524	4	1	1
Variant_017525	9	15	7
Variant_017526	10	3	3
Variant_017527	14	9	3
Variant_017528	5	0	1
Variant_017529	35	8	7
Variant_017530	11	8	2
Variant_017531	17	3	1
Variant_017532	2	0	0
Variant_017533	12	8	5
Variant_017534	12	1	2
Variant_017535	8	0	1
Variant_017536	3	0	0
Variant_017537	131	71	47
Variant_017538	61	49	23
Variant_017539	82	64	31
Variant_017540	37	35	24
Variant_017541	51	63	36
Variant_017542	39	16	18
Variant_017543	68	28	20
Variant_017544	38	32	16
Variant_017545	116	55	31
Variant_017546	64	28	21
Variant_017547	78	19	18
Variant_017548	40	14	12
Variant_017549	38	24	21
Variant_017550	34	26	20
Variant_017551	39	31	20
Variant_017552	29	9	4
Variant_017553	91	44	20
Variant_017554	43	13	14
Variant_017555	51	28	17
Variant_017556	21	6	3
Variant_017557	31	22	16
Variant_017558	21	1	2
Variant_017559	35	12	6
Variant_017560	8	11	5
Variant_017561	91	34	15
Variant_017562	31	7	6
Variant_017563	41	24	18
Variant_017564	16	6	5
Variant_017565	43	25	14
Variant_017566	15	9	8
Variant_017567	37	18	6
Variant_017568	16	2	1
Variant_017569	120	51	30
Variant_017570	62	39	11
Variant_017571	53	33	21
Variant_017572	33	18	9
Variant_017573	24	23	17
Variant_017574	28	7	4
Variant_017575	23	29	14
Variant_017576	26	18	7
Variant_017577	55	32	26
Variant_017578	32	19	23
Variant_017579	36	17	8
Variant_017580	13	6	6
Variant_017581	31	21	9
Variant_017582	15	10	8
Variant_017583	23	14	10
Variant_017584	13	6	4
Variant_017585	72	36	26
Variant_017586	36	18	15
Variant_017587	40	13	6
Variant_017588	13	7	2
Variant_017589	26	11	10
Variant_017590	16	10	8
Variant_017591	21	10	5
Variant_017592	20	7	3
Variant_017593	51	15	8
Variant_017594	30	5	6
Variant_017595	27	5	3
Variant_017596	7	5	1
Variant_017597	32	14	9
Variant_017598	9	5	4
Variant_017599	29	9	9
Variant_017600	10	4	2
Variant_017601	85	84	55
Variant_017602	51	35	14
Variant_017603	56	30	20
Variant_017604	30	29	25
Variant_017605	44	43	20
Variant_017606	24	19	16
Variant_017607	41	39	22
Variant_017608	22	26	24
Variant_017609	59	27	26
Variant_017610	39	19	18
Variant_017611	41	11	15
Variant_017612	11	2	4
Variant_017613	50	41	33
Variant_017614	18	17	8
Variant_017615	31	25	7
Variant_017616	17	19	13
Variant_017617	68	44	25
Variant_017618	33	14	8
Variant_017619	33	19	10
Variant_017620	23	4	2
Variant_017621	27	13	11
Variant_017622	14	3	3
Variant_017623	20	12	6
Variant_017624	8	3	0
Variant_017625	65	20	10
Variant_017626	28	18	6
Variant_017627	30	3	5
Variant_017628	27	2	4
Variant_017629	16	6	7
Variant_017630	14	8	10
Variant_017631	15	6	5
Variant_017632	4	3	2
Variant_017633	64	30	14
Variant_017634	36	40	26
Variant_017635	37	15	11
Variant_017636	18	13	11
Variant_017637	28	34	24
Variant_017638	13	27	15
Variant_017639	13	18	11
Variant_017640	18	26	13
Variant_017641	47	32	18
Variant_017642	21	19	10
Variant_017643	15	10	6
Variant_017644	12	7	1
Variant_017645	16	14	10
Variant_017646	7	17	16
Variant_017647	7	3	5
Variant_017648	5	2	1
Variant_017649	41	24	17
Variant_017650	23	12	7
Variant_017651	33	6	4
Variant_017652	9	3	4
Variant_017653	20	12	7
Variant_017654	14	3	2
Variant_017655	11	8	7
Variant_017656	5	1	0
Variant_017657	57	14	12
Variant_017658	16	7	5
Variant_017659	20	2	1
Variant_017660	5	0	1
Variant_017661	26	27	20
Variant_017662	8	6	3
Variant_017663	12	2	0
Variant_017664	6	0	0
Variant_017665	124	59	46
Variant_017666	62	50	22
Variant_017667	82	45	32
Variant_017668	31	21	14
Variant_017669	52	13	12
Variant_017670	35	39	27
Variant_017671	57	36	21
Variant_017672	26	27	19
Variant_017673	117	57	32
Variant_017674	53	40	21
Variant_017675	65	22	13
Variant_017676	26	11	7
Variant_017677	49	39	34
Variant_017678	24	18	17
Variant_017679	29	45	20
Variant_017680	23	16	7
Variant_017681	76	32	24
Variant_017682	42	33	12
Variant_017683	36	13	5
Variant_017684	20	5	3
Variant_017685	33	25	23
Variant_017686	16	9	2
Variant_017687	33	9	9
Variant_017688	8	4	3
Variant_017689	74	42	24
Variant_017690	38	17	13
Variant_017691	31	19	15
Variant_017692	16	3	2
Variant_017693	33	13	7
Variant_017694	17	10	8
Variant_017695	23	17	10
Variant_017696	13	2	2
Variant_017697	69	81	59
Variant_017698	45	19	10
Variant_017699	52	27	18
Variant_017700	23	8	9
Variant_017701	31	21	20
Variant_017702	21	3	1
Variant_017703	28	11	5
Variant_017704	16	7	7
Variant_017705	80	54	35
Variant_017706	32	12	7
Variant_017707	43	27	10
Variant_017708	18	5	3
Variant_017709	26	11	6
Variant_017710	11	9	8
Variant_017711	26	8	5
Variant_017712	9	9	2
Variant_017713	54	29	20
Variant_017714	35	12	5
Variant_017715	37	6	2
Variant_017716	12	7	5
Variant_017717	27	12	2
Variant_017718	13	1	9
Variant_017719	21	7	2
Variant_017720	4	3	5
Variant_017721	56	25	9
Variant_017722	28	16	11
Variant_017723	35	14	4
Variant_017724	8	2	6
Variant_017725	23	9	8
Variant_017726	8	5	2
Variant_017727	14	3	1
Variant_017728	15	7	4
Variant_017729	65	43	33
Variant_017730	40	17	16
Variant_017731	29	21	16
Variant_017732	18	9	3
Variant_017733	40	30	19
Variant_017734	20	25	14
Variant_017735	19	25	24
Variant_017736	18	13	8
Variant_017737	63	55	27
Variant_017738	28	23	10
Variant_017739	35	10	6
Variant_017740	25	7	4
Variant_017741	17	13	8
Variant_017742	6	2	2
Variant_017743	21	23	8
Variant_017744	17	7	8
Variant_017745	32	10	12
Variant_017746	35	14	9
Variant_017747	18	8	6
Variant_017748	21	4	1
Variant_017749	22	5	3
Variant_017750	15	10	8
Variant_017751	24	19	9
Variant_017752	10	8	2
Variant_017753	53	25	21
Variant_017754	18	11	11
Variant_017755	24	4	3
Variant_017756	8	2	1
Variant_017757	25	12	6
Variant_017758	6	7	2
Variant_017759	11	1	0
Variant_017760	7	8	1
Variant_017761	54	24	11
Variant_017762	30	6	1
Variant_017763	27	21	8
Variant_017764	10	4	3
Variant_017765	14	4	2
Variant_017766	9	9	4
Variant_017767	18	10	7
Variant_017768	9	8	2
Variant_017769	35	14	16
Variant_017770	15	21	10
Variant_017771	17	15	8
Variant_017772	9	10	8
Variant_017773	20	17	2
Variant_017774	9	8	8
Variant_017775	9	0	0
Variant_017776	6	5	5
Variant_017777	37	17	11
Variant_017778	23	15	13
Variant_017779	17	7	3
Variant_017780	11	0	0
Variant_017781	15	12	7
Variant_017782	5	2	2
Variant_017783	12	2	0
Variant_017784	6	0	0
Variant_017785	26	10	8
Variant_017786	21	2	2
Variant_017787	19	2	3
Variant_017788	6	2	3
Variant_017789	18	4	3
Variant_017790	8	5	2
Variant_017791	13	2	2
Variant_017792	5	0	0
Variant_017793	252	167	103
Variant_017794	140	95	56
Variant_017795	151	65	65
Variant_017796	81	46	35
Variant_017797	145	88	56
Variant_017798	46	46	25
Variant_017799	99	70	49
Variant_017800	64	51	33
Variant_017801	246	154	93
Variant_017802	94	80	43
Variant_017803	147	74	40
Variant_017804	61	28	22
Variant_017805	100	85	57
Variant_017806	58	44	24
Variant_017807	87	59	21
Variant_017808	42	25	22
Variant_017809	182	59	39
Variant_017810	90	54	20
Variant_017811	82	28	14
Variant_017812	59	19	12
Variant_017813	62	38	25
Variant_017814	58	36	21
Variant_017815	57	22	11
Variant_017816	36	18	12
Variant_017817	178	75	54
Variant_017818	85	29	18
Variant_017819	93	21	17
Variant_017820	46	14	6
Variant_017821	84	29	23
Variant_017822	46	11	12
Variant_017823	51	18	10
Variant_017824	27	20	8
Variant_017825	197	101	54
Variant_017826	87	55	38
Variant_017827	96	54	33
Variant_017828	57	43	23
Variant_017829	71	49	30
Variant_017830	46	49	23
Variant_017831	53	40	26
Variant_017832	31	15	15
Variant_017833	149	88	71
Variant_017834	69	44	27
Variant_017835	88	40	18
Variant_017836	36	6	8
Variant_017837	61	14	12
Variant_017838	24	17	21
Variant_017839	33	8	9
Variant_017840	21	10	6
Variant_017841	149	52	27
Variant_017842	75	44	28
Variant_017843	80	27	20
Variant_017844	38	20	7
Variant_017845	54	24	15
Variant_017846	39	21	6
Variant_017847	37	21	9
Variant_017848	25	13	9
Variant_017849	109	50	25
Variant_017850	51	24	13
Variant_017851	60	17	9
Variant_017852	13	5	2
Variant_017853	56	22	11
Variant_017854	30	7	7
Variant_017855	31	11	3
Variant_017856	12	7	3
Variant_017857	180	148	74
Variant_017858	114	96	44
Variant_017859	96	49	32
Variant_017860	52	33	15
Variant_017861	85	70	41
Variant_017862	59	39	19
Variant_017863	81	37	17
Variant_017864	43	26	21
Variant_017865	171	119	90
Variant_017866	70	56	44
Variant_017867	87	43	20
Variant_017868	39	18	6
Variant_017869	72	44	34
Variant_017870	48	73	33
Variant_017871	75	20	12
Variant_017872	38	12	14
Variant_017873	116	57	43
Variant_017874	65	26	15
Variant_017875	53	15	12
Variant_017876	37	14	6
Variant_017877	45	33	19
Variant_017878	25	16	6
Variant_017879	31	26	15
Variant_017880	26	25	12
Variant_017881	126	65	38
Variant_017882	37	22	8
Variant_017883	41	14	10
Variant_017884	23	8	8
Variant_017885	45	23	16
Variant_017886	24	11	12
Variant_017887	39	17	14
Variant_017888	12	3	8
Variant_017889	133	92	62
Variant_017890	56	46	19
Variant_017891	71	39	21
Variant_017892	30	27	20
Variant_017893	59	30	21
Variant_017894	34	20	10
Variant_017895	43	14	11
Variant_017896	28	12	6
Variant_017897	98	67	39
Variant_017898	40	41	20
Variant_017899	40	26	11
Variant_017900	19	21	9
Variant_017901	59	21	14
Variant_017902	20	21	12
Variant_017903	26	35	19
Variant_017904	17	5	2
Variant_017905	97	46	18
Variant_017906	52	24	12
Variant_017907	50	14	14
Variant_017908	25	5	5
Variant_017909	48	7	7
Variant_017910	16	8	6
Variant_017911	36	13	5
Variant_017912	19	5	5
Variant_017913	90	34	15
Variant_017914	34	18	2
Variant_017915	28	13	5
Variant_017916	15	5	3
Variant_017917	39	7	7
Variant_017918	24	6	4
Variant_017919	28	5	9
Variant_017920	11	0	1
Variant_017921	185	137	71
Variant_017922	92	56	19
Variant_017923	98	92	44
Variant_017924	66	52	28
Variant_017925	75	82	73
Variant_017926	50	60	34
Variant_017927	61	56	33
Variant_017928	41	54	33
Variant_017929	178	54	34
Variant_017930	83	34	23
Variant_017931	88	22	22
Variant_017932	41	16	10
Variant_017933	84	42	30
Variant_017934	42	25	16
Variant_017935	45	36	18
Variant_017936	37	19	21
Variant_017937	119	75	48
Variant_017938	58	28	15
Variant_017939	62	28	18
Variant_017940	39	17	15
Variant_017941	48	27	20
Variant_017942	33	26	25
Variant_017943	34	26	16
Variant_017944	22	35	12
Variant_017945	98	44	32
Variant_017946	60	25	24
Variant_017947	47	23	7
Variant_017948	28	10	3
Variant_017949	58	22	15
Variant_017950	21	10	1
Variant_017951	28	4	6
Variant_017952	13	11	5
Variant_017953	115	50	45
Variant_017954	57	28	17
Variant_017955	66	28	16
Variant_017956	43	29	15
Variant_017957	52	47	31
Variant_017958	25	49	23
Variant_017959	44	44	35
Variant_017960	25	14	9
Variant_017961	96	43	25
Variant_017962	48	15	8
Variant_017963	39	10	10
Variant_017964	25	5	4
Variant_017965	27	27	16
Variant_017966	16	17	9
Variant_017967	36	12	7
Variant_017968	18	32	12
Variant_017969	96	41	25
Variant_017970	57	29	20
Variant_017971	43	7	4
Variant_017972	22	12	8
Variant_017973	39	24	15
Variant_017974	19	12	3
Variant_017975	37	26	11
Variant_017976	19	15	7
Variant_017977	89	27	10
Variant_017978	24	7	1
Variant_017979	26	10	1
Variant_017980	15	2	3
Variant_017981	37	7	6
Variant_017982	18	3	1
Variant_017983	25	21	12
Variant_017984	16	12	3
Variant_017985	96	97	57
Variant_017986	48	23	22
Variant_017987	49	40	25
Variant_017988	18	24	18
Variant_017989	35	57	35
Variant_017990	25	36	14
Variant_017991	48	65	34
Variant_017992	19	34	19
Variant_017993	78	26	15
Variant_017994	42	31	19
Variant_017995	28	23	14
Variant_017996	24	13	5
Variant_017997	34	19	10
Variant_017998	19	15	12
Variant_017999	27	38	18
